conto;denominazione;denominazione_2;email;website;indirizzo;cap;citta;provincia;codice_fiscale;partita_iva;telefono;fax;attivo;accesso;password;ultimo_aggiornamento;token
230102216;FANTOZZI SCALE SRL;NULL;info@fantozziscale.com;www.fantozziscale.com;VIA ROMA, 1;41016;NOVI DI MODENA;MO;2199510369;2199510369;59676193;59677347;A;NULL;NULL;2023-05-29 08:44:09.663;NULL
230102227;SOUDAL SRL;NULL;info@soudal.it ;www.soudal.com;VIALE CAMPANIA, 57/B;20093;COLOGNO MONZESE;MI;3767000965;3767000965;227307667;292471713;A;NULL;NULL;2023-05-10 14:39:06.000;NULL
230102238;U GROUP SRL;NULL;claudio.ferrari@u-power.it;www.u-power.it;VIA BORGOMANERO, 1;28040;PARUZZARO;NO;2041920030;2041920030;322230000;322230001;A;NULL;NULL;2023-09-25 11:45:56.737;NULL
230102356;PASINI SRL;NULL;info@pasinireti.com;www.pasinireti.com;VIA ALCIDE DE GASPERI, 30;42020;SAN POLO D'ENZA;RE;1864640352;1864640352;522873128;522874676;A;NULL;NULL;2022-12-17 09:49:10.000;NULL
230102379;ARRIGONI SPA;NULL;info@arrigoni.it;www.arrigoni.it;VIA MONTE PRATO, 3;22029;UGGIATE-TREVANO;CO;815630132;815630132;31803280;31803206;A;NULL;NULL;2023-06-09 14:28:29.737;NULL
230102415;STEEL PROJECT SRL;NULL;info@steel-project.com;www.steel-project.com;VIA ALESSANDRO VOLTA, 26;26861;FOMBIO;LO;4616660967;4616660967;377379605;377319119;A;NULL;NULL;2023-09-12 11:52:29.000;NULL
230102430;BIN SISTEMI SRL;NULL;vendite@binsistemi.it;binsistemi.it;VIALE ENRICO FERMI, 9;31011;ASOLO;TV;3553860267;3553860267;423951211;423951212;A;NULL;NULL;2023-09-05 17:35:45.000;NULL
230102437;EDILTEC SRL;NULL;info@ediltec.hr;www.ediltec.com;VIA PIETRO GIARDINI, 474 SC. M;41124;MODENA;MO;1362830356;1932170366;592916411;59344232;A;NULL;NULL;2023-09-05 17:39:57.000;NULL
230102451;BREVETTI MONTOLIT SPA;NULL;spedizioni@montolit.eu;www.montolit.com;VIA VARESE, 4/A;21050;CANTELLO;VA;713300127;713300127;332419211;332418444;A;NULL;NULL;2023-07-04 17:57:31.090;NULL
230102463;EMIC SRL EMPORIO MANUFATTI IN CEMENTO;NULL;info@emic.it;www.emic.it;VIA NAZIONALE, 670;45033;BOSARO;RO;240960294;240960294;425465166;425465029;A;NULL;NULL;2023-04-14 09:19:45.000;NULL
230102472;PROFILPAS SPA;NULL;info@profilpas.com;www.profilpas.com;VIA ALBERT EINSTEIN, 38;35010;CADONEGHE;PD;4213570288;4213570288;498878414;49706692;A;NULL;NULL;2023-09-13 16:19:42.383;NULL
230102478;SEA EDILIZIA SRL;NULL;info@seaedilizia.it   office@seaedilizia.it;www.seaedilizia.it;VIA MEUCCI, 1;42028;POVIGLIO;RE;2193690357;2193690357;522966090;522966102;A;NULL;NULL;2022-12-12 14:40:22.000;NULL
230102485;DE NARDI SRL - CHIUSURE METALLICHE;NULL;info@denardi.it;www.denardi.it;VIA GALILEO GALILEI, 9;31020;SAN FIOR;TV;766970263;766970263;438403044;438408301;A;NULL;NULL;2023-07-04 09:42:44.253;NULL
230102501;RAIMONDI SPA;NULL;info@raimondispa.com;www.raimondiutensili.it;VIA DEI TIPOGRAFI, 11;41100;MODENA;MO;1496460369;1496460369;59280888;59282808;A;NULL;NULL;2023-09-26 10:15:51.613;NULL
230102532;SISAS SPA;NULL;info@sisas.it;www.sisas.it;VIA SPUTNIK, 8;6073;CORCIANO;PG;2253560540;2253560540;75518641;755186479;A;NULL;NULL;2023-08-31 09:38:50.360;NULL
230102544;ROTHO BLAAS SRL;NULL;info@rothoblaas.com;www.rothoblaas.com;VIA DELL'ADIGE, 2/1;39040;CORTACCIA SULLA STRADA DEL VINO;BZ;1433490214;1433490214;471818400;471818484;A;NULL;NULL;2023-09-12 11:29:28.000;NULL
230102564;NORD BITUMI SRL;NULL;info@matcosrl.com;www.matcosrl.it;VIA CAMPAGNOLA, 8;37060;SONA;VR;220050231;220050231;456608111;456608177;A;NULL;NULL;2023-05-17 16:55:34.000;NULL
230102569;GRUPPO SANITARI ITALIA SPA;NULL;info@gsisanitari.it;gsiceramica.it;STRADA PROVINCIALE 150 DI MAGLIANO SABINA KM 3,125,;1035;GALLESE;VT;1369180565;1369180565;7614911;761496111;A;NULL;NULL;2023-09-14 10:51:19.157;NULL
230102576;RUPEA SRL;NULL;rupea@tiscali.it;www.rupea.it;VIA CAVETO, 17;20095;CUSANO MILANINO;MI;5710610964;5710610964;266504804;266507742;A;NULL;NULL;2023-04-27 12:28:09.000;NULL
230102621;NATURALIA BAU SRL;NULL;info@naturalia-bau.it;naturalia-bau.it;VIA CARLO ABARTH 20,;39012;MERANO;BZ;2271920213;2271920213;473499050;473499060;A;NULL;NULL;2023-05-09 15:52:42.710;NULL
230102629;ALFA ACCIAI SPA;NULL;bonife54@micheleboni.191.it;www.alfaacciai.it;VIA SAN POLO, 152;25134;BRESCIA;BS;988040176;988040176;3023911;302391251;A;NULL;NULL;2023-06-06 08:11:33.493;NULL
230102688;ABK GROUP INDUSTRIE CERAMICHE SPA;NULL;info@abk.it;www.abk.it;VIA SAN LORENZO, 24/A;41034;FINALE EMILIA;MO;2097380360;2097380360;535761311;53592800;A;NULL;NULL;2023-09-05 17:39:32.000;NULL
230102737;AQUA SRL;NULL;aqua@ideagroup.it;www.ideagroup.it;VIA VALLONTO, 126;31043;FONTANELLE;TV;2240950267;2240950267;422818903;422818919;A;NULL;NULL;2023-09-25 10:42:40.583;NULL
230102754;XELLA ITALIA SRL;NULL;luigi.isoardi@gmail.com;www.ytong.it;VIA ZANICA, 19/K;24050;GRASSOBBIO;BG;3902681000;3902681000;354522252;354233350;A;NULL;NULL;2023-09-05 08:42:46.977;NULL
230102811;SCHLUTER SYSTEMS ITALIA SRL;NULL;info@schlueter.it;www.schlueter.it;VIA GUIDO BUCCIARDI, 31/33;41042;FIORANO MODENESE;MO;2261030361;2261030361;536914511;536911156;A;NULL;NULL;2023-09-20 16:54:37.020;NULL
230102900;IDEA SRL - DIVISIONE BAGNI;NULL;info@ideagroup.it;www.ideagroup.it;VIA MARIGONDA, 3/1;31040;GORGO AL MONTICANO;TV;1982150268;1982150268;422742184;422742187;A;NULL;NULL;2023-09-19 10:24:47.133;NULL
230102941;BELLOSTA CARLO & C. SRL;NULL;info@bellostarubinetterie.com;bellostarubinetterie.com;VIA SANDRO BOTTICELLI, 12/14/16;28010;BRIGA NOVARESE;NO;226050037;226050037;322912330;322955368;A;NULL;NULL;2023-09-14 11:53:39.160;NULL
230102949;JACUZZI EUROPE SPA;NULL;info@jacuzzi.eu;www.jacuzzi.com;STRADA STATALE PONTEBBANA, ;33098;VALVASONE ARZENE;PN;74410937;74410937;434859111;43485278;A;NULL;NULL;2023-05-16 09:56:02.370;NULL
230102952;BLOB SRL;NULL;blob@ideagroup.it;www.blobsrl.it;VIA MARIGONDA, 13/15;31040;GORGO AL MONTICANO;TV;3008890265;3008890265;422814987;422814074;A;NULL;NULL;2023-05-24 10:27:14.123;NULL
230102994;UHU BOSTIK SPA;NULL;mail@uhubostik.boltongroup.it;www.uhubostik.it;VIA GIOVANNI BATTISTA PIRELLI, 19;20124;MILANO;MI;10691530157;10691530157;2677508;26775481;A;NULL;NULL;2023-02-24 16:12:03.000;NULL
230102999;ITW CONSTRUCTION PRODUCTS ITALY SRL;NULL;info@itw-italy.com;www.itw-italy.com;VIALE DELLA REGIONE VENETO, 5;35127;PADOVA;PD;7335420019;3584190288;498990211;415135568;A;NULL;NULL;2023-02-01 14:59:19.470;NULL
230103076;CROMOLOGY ITALIA SPA;NULL;info@materispaints.it;www.cromology.it;VIA IV NOVEMBRE, 4;55016;PORCARI;LU;7684621001;7684621001;800825161;583199119977;A;NULL;NULL;2023-01-18 09:37:07.000;NULL
230103090;BUZZI UNICEM SPA;NULL;info@buzziunicem.it;www.buzziunicem.it;VIA LUIGI BUZZI, 6;15033;CASALE MONFERRATO;AL;930290044;1772030068;142416111;142416464;A;NULL;NULL;2023-07-04 09:42:44.257;NULL
230103209;NOVABELL SPA CERAMICHE ITALIANE ABBREVIABILE IN NO;NULL;info@novabell.it;www.novabell.it;VIA MOLINO, 1;42014;CASTELLARANO;RE;1779670361;1402710352;536861111;536851205;A;NULL;NULL;2023-09-19 17:30:25.020;NULL
230103218;EDILCHIMICA SRL;NULL;info@edilchimica.com;www.edilchimica.com;VIA BERGAMO, 23;20098;SAN GIULIANO MILANESE;MI;681600151;681600151;298280913;298281051;A;NULL;NULL;2023-05-10 14:39:40.000;NULL
230103325;D.P.A. SRL;NULL;info@depurpadana.it;www.depurpadana.com;VIA MAESTRI DEL LAVORO, 3 - Z.I.;45100;ROVIGO;RO;1012950299;1012950299;425472211;425474608;A;NULL;NULL;2023-02-14 17:39:14.000;NULL
230103337;SPEKTRA SRL;NULL;info@spektra.it;www.spektra.it;VIA PELLIZZARI, 23/A;20059;VIMERCATE;MI;4707190965;4707190965;39625051;396619077;A;NULL;NULL;2023-09-11 15:52:01.810;NULL
230103450;IMPERTEK SRL;NULL;info@impertek.com;www.impertek.com;VIA PO, 507;30022;CEGGIA;VE;3095550277;3095550277;421322525;421322756;A;NULL;NULL;2023-08-07 17:56:58.743;NULL
230103493;PROFILITEC SPA;NULL;profilitec@profilitec.com;www.profiltec.com;VIA BRESCIA, 43;36040;TORRI DI QUARTESOLO;VI;3109770242;3109770242;444268311;444268310;A;NULL;NULL;2023-03-21 09:16:30.293;NULL
230103544;NUOVA DE.FI.M. SPA;NULL;info@nuovadefim.com;www.nuovadefim.com;VIA CARLO NICOLA PASINI, 11;25017;LONATO DEL GARDA;BS;3046230987;3046230987;3133521;316332233;A;NULL;NULL;2023-09-12 11:29:11.000;NULL
230103587;DIADORA SPA;NULL;info.diadora@diadorasport.it;www.diadorasport.com;VIA MONTELLO, 80;31031;CAERANO DI SAN MARCO;TV;4308510264;4308510264;4236581;423858512;A;NULL;NULL;2023-09-05 17:17:18.000;NULL
230103589;ROTOTEC SPA;NULL;lori.mag8@gmail.com;www.rototec.net;VIA DELL'ARTIGIANATO, 6;61026;LUNANO;PU;1476690415;1476690415;7227228226;72270599;A;NULL;NULL;2023-09-05 17:15:22.000;NULL
230103634;MTD PRODUCTS ITALIA SRL;NULL;MTDITALIA@MTDPRODUCTS.COM;www.mtdproducts.eu;VIA CARLO PORTA, 26;23861;CESANA BRIANZA;LC;3230390134;3230390134;3135713250;31870533;A;NULL;NULL;2023-09-11 17:21:24.490;NULL
230103644;CERAMICA CIELO SPA;NULL;info@ceramicacielo.it;www.ceramicacielo.it;VIA FALERINA, ;1034;FABRICA DI ROMA;VT;1622510566;1622510566;76156701;761540363;A;NULL;NULL;2023-09-22 10:50:16.550;NULL
230103796;C.S.C. SRL;NULL;amministrazione@cscedilizia.com;www.veroniedilizia.com;VIALE EUROPA, 1/B;42015;CORREGGIO;RE;2209660352;2209660352;522732009;522732059;A;NULL;NULL;2023-01-24 16:59:29.000;NULL
230103846;EFFEGIBI SRL;NULL;info@estesa28.it;www.effe.it;VIA GALLO, 769;47522;CESENA;FC;3914050400;3914050400;547373552;547372924;A;NULL;NULL;2023-06-20 14:12:01.323;NULL
230103853;TEMA TECNOLOGIES AND MATERIALS SRL;NULL;info@temacorporation.com;www.temacorporation.com;VIA DELL'INDUSTRIA, 21;31029;VITTORIO VENETO;TV;2469900266;2469900266;4385031;438503462;A;NULL;NULL;2023-06-07 08:47:06.147;NULL
230103941;TRACTEL ITALIANA SPA;NULL;infoit@alimakgroup.com;www.tractel.com;VIA LARGA, 8;20122;MILANO;MI;779240159;779240159;22544786;22547139;A;NULL;NULL;2023-09-05 14:20:50.770;NULL
230104113;SAINT-GOBAIN ITALIA SPA;NULL;gyproc.italia@saint-gobain.com ;www.gyproc.it;VIA GIOVANNI BENSI, 8;20152;MILANO;MI;8312170155;8312170155;2611151;261115900;A;NULL;NULL;2023-09-22 17:04:00.517;NULL
230104185;ROTO FRANK ITALIA SRL;NULL;glenda.colombera@roto-frank.com;www.roto-frank.it;VIA DELLE INDUSTRIE 2, N. 8;30020;MEOLO;VE;4798440964;4798440964;421618616;39618455;A;NULL;NULL;2023-09-04 10:53:22.403;NULL
230104221;DE MARINIS S.R.L.;NULL;amministrazione@demarinissrl.it;NULL;VIA S. FRANCESCO D`ASSISI, 6;22036;ERBA;CO;3254330131;3254330131;31644278;316470203;A;NULL;NULL;2023-02-09 11:41:02.233;NULL
230104259;VIGHI SECURITY DOORS SPA;NULL;info@vighidoors.com;www.vighidoors.it;VIA ALESSANDRO VOLTA, 3;43052;COLORNO;PR;2625350349;2625350349;521319011;521816659;A;NULL;NULL;2023-06-27 08:49:54.177;NULL
230104270;GRUPPO TRE S SPA;NULL;info@gruppotreesse.it;www.gruppotres.it;S.S. CASSIA KM 36400 - Z.I. SETTEVENE;1036;NEPI;VT;1435630569;1435630569;761527242;7611765419;A;NULL;NULL;2022-12-12 14:40:25.000;NULL
230104285;GUERCIO SPA;NULL;commerciale@guercio-forma.com;www.ilfaidateguercio.com;VIA SAN ROCCO, 18;10043;ORBASSANO;TO;509750014;509750014;118022520;118022526;A;NULL;NULL;2023-09-04 11:05:12.490;NULL
230104293;CFB SRL;NULL;info@cfbsrl.it;NULL;VIA Verdi 4/A;21020;TERNATE;VA;3352690121;3352690121;332475594;332477792;A;NULL;NULL;2023-07-14 09:03:05.000;NULL
230104328;DAKOTA GROUP SAS DI ZENO CIPRIANI & C.;NULL;marco.salzani@dakotaitalia.com;www.dakota.eu;VIA PITAGORA, 3;37010;AFFI;VR;7971400960;7971400960;456284080;456284075;A;NULL;NULL;2023-09-12 11:47:15.000;NULL
230104392;BRT SPA;NULL;NULL;www.brt.it;VIA TIZIANO, 32;20145;MILANO;MI;4507990150;4507990150;516015411;51530365;A;NULL;NULL;2023-08-02 15:39:37.000;NULL
230104457;MONDOFFICE SRL;NULL;info@mondoffice.com;www.mondoffice.com;VIA PER GATTINARA, 17;13851;CASTELLETTO CERVO;BI;7491520156;7491520156;161880880;161880881;A;NULL;NULL;2023-07-14 13:56:23.000;NULL
230104538;LATTONEDIL SPA MILANO;NULL;info@lattonedil.it;www.lattonedil.it;VIA DEGLI ARTIGIANI, 14;22060;CARIMATE;CO;3138670132;3138670132;31791690;31791690;A;NULL;NULL;2023-05-26 16:27:08.507;NULL
230104554;COMET SPA;NULL;info@comet-spa.com;www.comet-spa.com;VIA GUIDO DORSO, 4;42124;REGGIO NELL'EMILIA;RE;1392660351;1392660351;522386111;522386286;A;NULL;NULL;2023-04-27 17:11:10.203;NULL
230104558;DPA ITALIA SRL;NULL;info@dpaitalia.com;dpaitalia.com;VIA ANTONIO STRADIVARI, 17;26043;PERSICO DOSIMO;CR;1598860193;1598860193;372438221;372438221;A;NULL;NULL;2023-05-25 08:45:24.310;NULL
230104596;AMAZON EU S.A RL;NULL;NULL;NULL;VIALE MONTE GRAPPA, 3/5;20124;MILANO;MI;8973230967;8973230967;NULL;NULL;A;NULL;NULL;2023-09-20 14:55:25.627;NULL
230104616;TYROLIT SRL;NULL;NULL;NULL;VIA DELL'ELETTRONICA, 6;36016;THIENE;VI;3986750242;3986750242;445359911;445359955;A;NULL;NULL;2023-06-23 09:46:17.353;NULL
230104675;APROS SRL;NULL;info@apros.it;NULL;VIA LAGO DEL CENTRO CADORE, 3;35100;ARSEGO;PD;3232990287;3232990287;499330063;498598393;A;NULL;NULL;2023-03-13 17:18:04.043;NULL
230104698;HENKEL ITALIA SRL;NULL;NULL;NULL;VIA CARLO AMORETTI, 78;20157;MILANO;MI;9299750969;9299750969;2357921;23552550;A;NULL;NULL;2023-01-19 15:47:53.667;NULL
230104995;EDILGRAPPA SRL;NULL;cut@edilgrappa.com;www.edilgrappa.com;VIA CALLESELLO, 4;31030;BORSO DEL GRAPPA;TV;541090262;541090262;423910658;42354212;A;NULL;NULL;2023-04-07 09:24:25.000;NULL
230105001;SANDRINI SERRANDE SRL;NULL;info@sandriniserrande.it;www.sandriniserrande.it;VIA VANZOLINO, 14;25052;PIANCOGNO;BS;2209850987;2209850987;364368908;364360724;A;NULL;NULL;2023-09-20 16:23:20.647;NULL
230105007;EBAN GROUP SRL;NULL;info@ebansrl.com;www.ebansrl.com;VIA MAESTRI DEL LAVORO, 28/30;62019;RECANATI;MC;1348430438;1348430438;717578025;71987119;A;NULL;NULL;2023-05-10 14:40:01.000;NULL
230105033;T2D SPA;NULL;satogi@tiscali.it;t2d.it;VIA ALESSANDRO CANOBBIO, 34;37132;VERONA;VR;4472680232;4472680232;458952111;458952143;A;NULL;NULL;2023-09-12 09:07:35.000;NULL
230105071;CASA DI SPEDIZIONI FERRARI E ZANNI SRL;NULL;info@ferrariezanni.it;www.ferrariezanni.it;VIA B.MANZINI, 9;42019;SCANDIANO;RE;1349570356;1349570356;522855941;522983763;A;NULL;NULL;2022-12-12 14:40:26.000;NULL
230105096;FIORA BATH COLLECTIONS S.L.U.;NULL;fiora@fiora.es;www.fiora.es;CARRETERA DE LOGRONO  KM 23,6;0;NAJERA;NULL;26416917,00 ESB;NULL;34941410001;34941410106;A;NULL;NULL;2023-09-21 10:35:42.570;NULL
230105100;STUDIO ONE SRL;NULL;NULL;NULL;VIA GHIAROLA NUOVA 127;41042;FIORANO MODENESE;MO;2557070360;2557070360;536809000;536809002;A;NULL;NULL;2023-08-01 14:25:34.890;NULL
230105129;SOPREMA SRL;NULL;NULL;www.soprema.it;VIA INDUSTRIALE DELL'ISOLA, 3;24040;CHIGNOLO D'ISOLA;BG;1250140165;1250140165;350951011;354940649;A;NULL;NULL;2023-06-28 16:15:20.257;NULL
230105151;MEG TRADING SRL;NULL;info@megtrading.it;megtrading.it;VIA VALLE DELLE FONTANE, 74;24060;ENDINE GAIANO;BG;4163430160;4163430160;35827107;35827969;A;NULL;NULL;2023-09-21 16:03:45.953;NULL
230105153;VIRAG SRL;NULL;virag@virag.com;www.virag.com;CORSO DI PORTA NUOVA, 11;20121;MILANO;MI;10741600158;10741600158;2929071;292907229;A;NULL;NULL;2023-09-19 10:40:12.570;NULL
230105197;AMA COMPOSITES SRL;NULL;info@aeropan.it;www.aeropan.it;VIA DELLA REPUBBLICA, 7;41011;CAMPOGALLIANO;MO;2905040362;2905040362;59851754;595221161;A;NULL;NULL;2023-06-29 17:18:35.363;NULL
230105212;SOLA-MESSWERKZEUGE GMBH;NULL;cinzia.tellatin@himpex.eu;NULL;UNTERES TOBEL 25;0;GOTZIS - AUSTRIA;NULL;133559997;133559997;498840798;497662128;A;NULL;NULL;2023-09-12 11:52:13.000;NULL
230105215;AKIFIX SPA;NULL;info@akifix.com;www.akifix.com;VIALE CADUTI SUL LAVORO, 9-11-13;60030;MONSANO;AN;2395720424;2395720424;731619025;731619280;A;NULL;NULL;2023-05-30 14:06:17.687;NULL
230105246;GERFLOR SPA;NULL;NULL;www.gerflor.it;STRADA 4, PALAZZO Q 7 SNC;20089;ROZZANO;MI;4993020157;4993020157;2904010;NULL;A;NULL;NULL;2023-08-28 09:21:52.897;NULL
230105259;GRUPPO GEROMIN SRL;NULL;info@gruppogeromin.com;gruppogeromin.com;VIA I MAGGIO, 5;30029;SAN STINO DI LIVENZA;VE;4144130277;4144130277;421312259;NULL;A;NULL;NULL;2023-09-18 10:52:02.750;NULL
230105295;ANTRAX IT SRL;NULL;NULL;NULL;Via Boscalto 40;31023;RESANA;TV;3463880264;3463880264;4237174;423717474;A;NULL;NULL;2023-09-19 16:30:17.020;NULL
230105297;COVER ITALIA SRL;NULL;info@coveritalia.it;www.coveritalia.it;VIA PRIVATA GIUSEPPE FARAVELLI, 12;20025;LEGNANO;MI;8178750157;8178750157;331747453;331414784;A;NULL;NULL;2022-12-12 14:40:27.000;NULL
230105323;RURMEC SRL;NULL;servizioclienti@rurmec.it;rurmec.it;VIA OLMETTO, 17;20123;MILANO;MI;10656730966;10656730966;292953090;292953091;A;NULL;NULL;2023-06-20 08:09:35.443;NULL
230105327;M.V.B. BAGATTINI SRL;NULL;info@mvb-bagattini.com;www.mvb-bagattini.com;VIA ENRICO MATTEI, 6;22070;BREGNANO;CO;3813400136;3813400136;31773554;31774339;A;NULL;NULL;2023-01-05 10:34:47.533;NULL
230105383;HATRIA SRL;NULL;marketing@hatria.com;www.hatria.com;VIA ISIDORO E LEPIDO FACII, SNC;64100;TERAMO;TE;831810676;831810676;861201308;597874210;A;NULL;NULL;2023-09-21 09:28:07.017;NULL
230105422;INDUSTRIAS COSMIC S.A.U.;NULL;info@agorarappresentanze.it;NULL;c/ Esqueis, s/n. Local 1. Pol. Ind. box;0;Bigues i Riells;NULL;8219370,00 ESA;NULL;800781400;800791400;A;NULL;NULL;2023-02-14 17:39:15.000;NULL
230105424;COLAVENE SPA;NULL;colavene@colavene.it;colavene.it;VIA FLAMINIA, ;1033;CIVITA CASTELLANA;VT;61770566;61770566;761595555;761595555;A;NULL;NULL;2023-08-04 15:51:46.977;NULL
230105433;AGORA' SPA;NULL;press@agoragroup.it;www.edonedesign.it;ZONA ARTIGIANALE GEROMINA, 19;33077;SACILE;PN;1400330930;1400330930;434786139;434786137;A;NULL;NULL;2023-09-12 09:03:08.620;NULL
230105460;MAFI SRL;NULL;info@mafisrl.com;www.mafirecinzioni.it;VIA NAZIONALE, 4;70128;BARI;BA;7568940725;7568940725;3651896560;NULL;A;NULL;NULL;2023-04-05 15:14:46.670;NULL
230105552;A.R.T. CERAM. SRL;NULL;info@artceram.it;www.artceram.it;VIA MONSIGNOR MARIA TENDERINI, SNC;1033;CIVITA CASTELLANA;VT;345530562;345530562;761599499;761514232;A;NULL;NULL;2023-09-12 11:28:19.000;NULL
230105606;DISENIA SRL;NULL;info@disenia.it;www.disenia.it;VIA ANTONIO CARPENE', 21;33070;BRUGNERA;PN;4104960267;4104960267;4341822603;434020013;A;NULL;NULL;2023-09-25 10:21:36.937;NULL
230105613;EIFFEL INDUSTRIA MATERIE PLASTICHE SPA;NULL;info@effeil.it;www.eiffel.it;VIA PROVINCIALE, 35/A;43012;FONTANELLATO;PR;156530347;156530347;521829711;521829777;A;NULL;NULL;2022-12-12 14:40:27.000;NULL
230105617;SANITOSCO1984 SRL;NULL;amministrazione@sanitosco1984.it;www.sanitosco.it;VIA SIGNORELLI, 11/9 FRAZIONE: SAMBUCA;50028;BARBERINO TAVARNELLE;FI;3562140487;3562140487;558071159;558071159;A;NULL;NULL;2023-06-21 16:37:18.767;NULL
230105683;TECHTRONIC INDUSTRIES ITALIA SRL;NULL;servizi@tti-emea.com;www.ttigroup.com;VIA GIACOMO MATTEOTTI, 62;20092;CINISELLO BALSAMO;MI;4528690961;4528690961;23705041;237050298;A;NULL;NULL;2023-09-21 08:36:37.443;NULL
230105691;BERTOLOTTO SPA;NULL;marketing@bertolotto.com;www.bertolotto.com;VIA CIRCONVALLAZIONE GIOVANNI GIOLITTI, 43/45;12030;TORRE SAN GIORGIO;CN;2761400049;2761400049;172912811;1721730174;A;NULL;NULL;2023-09-14 15:25:16.680;NULL
230105705;PLASTYPIEMONTE SRL;NULL;commerciale@plastypiemonte.it;NULL;VIA SUSA 23 BIS;0;TORINO;TO;7992370010;7992370010;119983197;119973258;A;NULL;NULL;2022-12-12 14:40:27.000;NULL
230105706;CAMPANINI MARIO SRL;NULL;campanini.mario@libero.it;www.campaninimanufatti.com;VIA REGINA MARGHERITA, 12/A;28015;MOMO;NO;886070036;886070036;321926165;321926743;A;NULL;NULL;2023-08-02 09:10:08.000;NULL
230105707;EDILNOL SPA - a socio unico;NULL;home@edilnol.it;www.edilnol.it;VIA DELLE FABBRICHE NUOVE, 17;13856;VIGLIANO BIELLESE;BI;1239820028;1239820028;158129900;158129975;A;NULL;NULL;2023-07-21 09:38:54.033;NULL
230105724;FIORE RUBINETTERIE SRL;NULL;fiore@fiore.it;www.fiore.it;VIA MAGGIATE, 69/C;28021;BORGOMANERO;NO;2330660032;2330660032;322840711;322840777;A;NULL;NULL;2023-09-01 11:42:55.050;NULL
230105725;PIANA SRL;NULL;commerciale@pianaprofili.it;www.battiscopapianapiemonte.com;CORSO XXV APRILE, 73/C;13048;SANTHIA';VC;2527590026;2527590026;161931822;161990689;A;NULL;NULL;2023-09-11 14:13:33.093;NULL
230105726;MESSORI SRL;NULL;info@messorisnc.it;NULL;FRAZ.SAN BERNARDO 131;12041;BENEVAGIENNA;CN;2733520049;2733520049;0172 654331;NULL;A;NULL;NULL;2023-09-12 11:51:19.000;NULL
230105728;MARIO BONGIO SRL;NULL;info@bongio.it;NULL;VIA ALDO MORO 2;28017;SAN MAURIZIO D'OPAGLIO;NO;1130340035;1130340035;0322 967248;NULL;A;NULL;NULL;2023-09-18 09:16:09.473;NULL
230105729;RUBINETTERIE RITMONIO SRL;NULL;NULL;NULL;VIA INDREN 4;13019;VARALLO;VC;1495130021;1495130021;0163 560000;0163 560100;A;NULL;NULL;2023-09-14 16:00:08.040;NULL
230105730;MOBILDUENNE SRL;NULL;info@mobilduenne.it;www.mobilduenne.it;CONTRADA CAPO DI TERMINE, ;63065;RIPATRANSONE;AP;1259050449;1259050449;73597120;73597083;A;NULL;NULL;2023-09-07 15:34:32.193;NULL
230105731;I.M.E.L. SRL;NULL;logistica@imelalba.it;www.imelalba.com;VIA CARMAGNOLA, 13;12050;GUARENE;CN;2343550048;2343550048;0173 361589;0173 364330;A;NULL;NULL;2023-09-20 11:54:39.283;NULL
230105733;SEA TECHNOLOGY SRL;NULL;info@seatechnology.eu;www.seatechnology.eu;VIA LAZIO, 2;42028;POVIGLIO;RE;2430900353;2430900353;522966090;522966102;A;NULL;NULL;2023-08-30 15:25:43.223;NULL
230105734;RMC SRL RICAMBI E MACCHINE MOVIMENTO TERRA;NULL;rmc@rmcricambi.it;www.rmcricambi.it;VIA CESARE MARTELLI, 4;29122;PIACENZA;PC;1621070331;1621070331;523613172;0523 609762;A;NULL;NULL;2023-01-27 17:33:07.270;NULL
230105737;MTA GROUP SRL;NULL;info@materassidormiria.it;materassidormiria.it;STRADA FORNACINO, 91;10040;LEINI;TO;11846730015;11846730015;11286788;NULL;A;NULL;NULL;2023-09-22 17:36:01.767;NULL
230105744;BAMO ELETTROUTENSILI SRL;NULL;info@bamo.it;www.bamo.it;VIA DELLA TACCONA, 30;20900;MONZA;MB;6315400157;822920963;39736501;39745108;A;NULL;NULL;2023-03-03 10:00:13.527;NULL
230105755;FAST VERDINI SRL;NULL;sales@fastverdini.it;NULL;VIA DELL'INDUSTRIA;0;PESARO;PU;630380418;630380418;721481347;721481239;A;NULL;NULL;2022-12-12 14:40:27.000;NULL
230105756;FEMI SPA;NULL;info@femi.it;www.femi.it;VIA DEL LAVORO, 4;40023;CASTEL GUELFO DI BOLOGNA;BO;305430373;305430373;542488226;542488226;A;NULL;NULL;2023-04-28 11:05:10.493;NULL
230105760;S.A.R.E.M. SRL;NULL;info@sarem.it;NULL;VIA EUGENIO BONA, 25;13900;BIELLA;BI;2471380028;2471380028;1528639;153351511;A;NULL;NULL;2023-06-22 14:12:42.000;NULL
230105764;SILDEX SRL;NULL;info@sildex.it;NULL;VIA ROMA, 243;10123;TORINO;TO;11302070013;11302070013;NULL;117509005;A;NULL;NULL;2023-09-15 11:24:02.000;NULL
230105814;ALLSYSTEM SPA;NULL;info@allsystemgroup.it;www.allsystemgroup.it;STRADA CARLO FELICE TROSSI, 38;0;VERRONE;BI;1579830025;1579830025;152557697;152558353;A;NULL;NULL;2023-07-11 08:35:01.000;NULL
